"Segment","Latitude","Longitude","Altitude (m)","Time (UTC ISO)","Time (UTC)","Time (Local)","UNIX Epoch Time"
1,"38.74251903217515","-109.56398587334229","1422.1390380859375","2020-02-16T17:47:21.064Z","2020-02-16 17:47:21.064","2020-02-16 10:47:21.064","1581875241.064"
1,"38.74251687326972","-109.56398336300103","1421.971435546875","2020-02-16T17:47:22.063Z","2020-02-16 17:47:22.063","2020-02-16 10:47:22.063","1581875242.063"
1,"38.74251426764279","-109.56398120241973","1421.7982177734375","2020-02-16T17:47:23.064Z","2020-02-16 17:47:23.064","2020-02-16 10:47:23.064","1581875243.064"
1,"38.74251118354882","-109.5639793871741","1421.62109375","2020-02-16T17:47:24.064Z","2020-02-16 17:47:24.064","2020-02-16 10:47:24.064","1581875244.064"
1,"38.74250764238106","-109.56397790461571","1421.444091796875","2020-02-16T17:47:25.054Z","2020-02-16 17:47:25.054","2020-02-16 10:47:25.054","1581875245.054"
1,"38.74250359293252","-109.56397669423349","1421.2669677734375","2020-02-16T17:47:26.050Z","2020-02-16 17:47:26.050","2020-02-16 10:47:26.050","1581875246.05"
1,"38.74249907597482","-109.56397571909505","1421.09326171875","2020-02-16T17:47:27.045Z","2020-02-16 17:47:27.045","2020-02-16 10:47:27.045","1581875247.045"
1,"38.74249405656295","-109.56397490577845","1420.92333984375","2020-02-16T17:47:28.051Z","2020-02-16 17:47:28.051","2020-02-16 10:47:28.051","1581875248.051"
1,"38.742488629159276","-109.56397418580559","1420.76123046875","2020-02-16T17:47:29.055Z","2020-02-16 17:47:29.055","2020-02-16 10:47:29.055","1581875249.055"
1,"38.74248281961509","-109.56397346150443","1420.6077880859375","2020-02-16T17:47:30.061Z","2020-02-16 17:47:30.061","2020-02-16 10:47:30.061","1581875250.061"
1,"38.74247673521086","-109.56397264130216","1420.465087890625","2020-02-16T17:47:31.061Z","2020-02-16 17:47:31.061","2020-02-16 10:47:31.061","1581875251.061"
1,"38.74247040752097","-109.56397162782038","1420.332275390625","2020-02-16T17:47:32.062Z","2020-02-16 17:47:32.062","2020-02-16 10:47:32.062","1581875252.062"
1,"38.7424639307721","-109.56397034312342","1420.2095947265625","2020-02-16T17:47:33.062Z","2020-02-16 17:47:33.062","2020-02-16 10:47:33.062","1581875253.062"
1,"38.742457373524765","-109.56396871795164","1420.0960693359375","2020-02-16T17:47:34.064Z","2020-02-16 17:47:34.064","2020-02-16 10:47:34.064","1581875254.064"
1,"38.74245084957495","-109.56396670940333","1419.9915771484375","2020-02-16T17:47:35.064Z","2020-02-16 17:47:35.064","2020-02-16 10:47:35.064","1581875255.064"
1,"38.742444425196204","-109.56396427861358","1419.8948974609375","2020-02-16T17:47:36.064Z","2020-02-16 17:47:36.064","2020-02-16 10:47:36.064","1581875256.064"
1,"38.74243815778271","-109.5639613985004","1419.8045654296875","2020-02-16T17:47:37.065Z","2020-02-16 17:47:37.065","2020-02-16 10:47:37.065","1581875257.065"
1,"38.74243211563085","-109.56395807305557","1419.7196044921875","2020-02-16T17:47:38.063Z","2020-02-16 17:47:38.063","2020-02-16 10:47:38.063","1581875258.063"
1,"38.74242632182746","-109.56395431365193","1419.6385498046875","2020-02-16T17:47:39.058Z","2020-02-16 17:47:39.058","2020-02-16 10:47:39.058","1581875259.058"
1,"38.742420715526556","-109.563950085403","1419.5589599609375","2020-02-16T17:47:40.063Z","2020-02-16 17:47:40.063","2020-02-16 10:47:40.063","1581875260.063"
1,"38.74241538037125","-109.56394547527002","1419.4805908203125","2020-02-16T17:47:41.064Z","2020-02-16 17:47:41.064","2020-02-16 10:47:41.064","1581875261.064"
1,"38.742410298439104","-109.56394051873664","1419.402099609375","2020-02-16T17:47:42.064Z","2020-02-16 17:47:42.064","2020-02-16 10:47:42.064","1581875262.064"
1,"38.74240549533949","-109.56393530086986","1419.3231201171875","2020-02-16T17:47:43.058Z","2020-02-16 17:47:43.058","2020-02-16 10:47:43.058","1581875263.058"
1,"38.74240088183694","-109.56392977348926","1419.2413330078125","2020-02-16T17:47:44.067Z","2020-02-16 17:47:44.067","2020-02-16 10:47:44.067","1581875264.067"
1,"38.742396591959704","-109.56392415623642","1419.158447265625","2020-02-16T17:47:45.064Z","2020-02-16 17:47:45.064","2020-02-16 10:47:45.064","1581875265.064"
1,"38.74239256530289","-109.56391844734667","1419.0728759765625","2020-02-16T17:47:46.064Z","2020-02-16 17:47:46.064","2020-02-16 10:47:46.064","1581875266.064"
1,"38.74238882303445","-109.56391274418267","1418.9844970703125","2020-02-16T17:47:47.064Z","2020-02-16 17:47:47.064","2020-02-16 10:47:47.064","1581875267.064"
1,"38.742385369333775","-109.56390712218942","1418.892822265625","2020-02-16T17:47:48.064Z","2020-02-16 17:47:48.064","2020-02-16 10:47:48.064","1581875268.064"
1,"38.74238221292294","-109.56390166254711","1418.798095703125","2020-02-16T17:47:49.061Z","2020-02-16 17:47:49.061","2020-02-16 10:47:49.061","1581875269.061"
1,"38.742379323254134","-109.56389637028963","1418.699462890625","2020-02-16T17:47:50.064Z","2020-02-16 17:47:50.064","2020-02-16 10:47:50.064","1581875270.064"
1,"38.742376720078624","-109.56389133366945","1418.59814453125","2020-02-16T17:47:51.064Z","2020-02-16 17:47:51.064","2020-02-16 10:47:51.064","1581875271.064"
1,"38.7423743857644","-109.5638865713738","1418.49462890625","2020-02-16T17:47:52.062Z","2020-02-16 17:47:52.062","2020-02-16 10:47:52.062","1581875272.062"
1,"38.74237229153812","-109.5638820706583","1418.3890380859375","2020-02-16T17:47:53.064Z","2020-02-16 17:47:53.064","2020-02-16 10:47:53.064","1581875273.064"
1,"38.742370436936895","-109.56387787399431","1418.2828369140625","2020-02-16T17:47:54.062Z","2020-02-16 17:47:54.062","2020-02-16 10:47:54.062","1581875274.062"
1,"38.74236879137733","-109.5638739529148","1418.176513671875","2020-02-16T17:47:55.063Z","2020-02-16 17:47:55.063","2020-02-16 10:47:55.063","1581875275.063"
1,"38.74236734575297","-109.56387032018651","1418.0712890625","2020-02-16T17:47:56.064Z","2020-02-16 17:47:56.064","2020-02-16 10:47:56.064","1581875276.064"
1,"38.74236608710622","-109.56386697676044","1417.96875","2020-02-16T17:47:57.064Z","2020-02-16 17:47:57.064","2020-02-16 10:47:57.064","1581875277.064"
1,"38.742365000135464","-109.56386391764048","1417.8699951171875","2020-02-16T17:47:58.062Z","2020-02-16 17:47:58.062","2020-02-16 10:47:58.062","1581875278.062"
1,"38.74236406018079","-109.56386110910607","1417.775390625","2020-02-16T17:47:59.064Z","2020-02-16 17:47:59.064","2020-02-16 10:47:59.064","1581875279.064"
1,"38.74236325310341","-109.56385854207123","1417.6861572265625","2020-02-16T17:48:00.063Z","2020-02-16 17:48:00.063","2020-02-16 10:48:00.063","1581875280.063"
1,"38.74236255181689","-109.56385615991873","1417.60205078125","2020-02-16T17:48:01.064Z","2020-02-16 17:48:01.064","2020-02-16 10:48:01.064","1581875281.064"
1,"38.74236193722806","-109.56385393126303","1417.5238037109375","2020-02-16T17:48:02.056Z","2020-02-16 17:48:02.056","2020-02-16 10:48:02.056","1581875282.056"
1,"38.74236136351725","-109.5638517386497","1417.449462890625","2020-02-16T17:48:03.062Z","2020-02-16 17:48:03.062","2020-02-16 10:48:03.062","1581875283.062"
1,"38.742360803098656","-109.56384955397681","1417.3802490234375","2020-02-16T17:48:04.063Z","2020-02-16 17:48:04.063","2020-02-16 10:48:04.063","1581875284.063"
1,"38.74236020661545","-109.56384729614389","1417.3153076171875","2020-02-16T17:48:05.064Z","2020-02-16 17:48:05.064","2020-02-16 10:48:05.064","1581875285.064"
1,"38.7423595224776","-109.56384490184814","1417.25390625","2020-02-16T17:48:06.064Z","2020-02-16 17:48:06.064","2020-02-16 10:48:06.064","1581875286.064"
1,"38.742358710169206","-109.56384235526716","1417.1964111328125","2020-02-16T17:48:07.048Z","2020-02-16 17:48:07.048","2020-02-16 10:48:07.048","1581875287.048"
1,"38.742357688407616","-109.56383952894656","1417.1400146484375","2020-02-16T17:48:08.047Z","2020-02-16 17:48:08.047","2020-02-16 10:48:08.047","1581875288.047"
1,"38.74235640264936","-109.56383640335467","1417.084228515625","2020-02-16T17:48:09.052Z","2020-02-16 17:48:09.052","2020-02-16 10:48:09.052","1581875289.052"
1,"38.74235481246514","-109.56383299162422","1417.028564453125","2020-02-16T17:48:10.052Z","2020-02-16 17:48:10.052","2020-02-16 10:48:10.052","1581875290.052"
1,"38.74235287945097","-109.56382930605764","1416.9720458984375","2020-02-16T17:48:11.044Z","2020-02-16 17:48:11.044","2020-02-16 10:48:11.044","1581875291.044"
1,"38.74235050909192","-109.56382527513858","1416.9119873046875","2020-02-16T17:48:12.049Z","2020-02-16 17:48:12.049","2020-02-16 10:48:12.049","1581875292.049"
1,"38.742347685063294","-109.56382098291736","1416.8477783203125","2020-02-16T17:48:13.051Z","2020-02-16 17:48:13.051","2020-02-16 10:48:13.051","1581875293.051"
1,"38.74234435560309","-109.56381645611077","1416.778076171875","2020-02-16T17:48:14.054Z","2020-02-16 17:48:14.054","2020-02-16 10:48:14.054","1581875294.054"
1,"38.74234052861485","-109.56381180478967","1416.7025146484375","2020-02-16T17:48:15.047Z","2020-02-16 17:48:15.047","2020-02-16 10:48:15.047","1581875295.047"
1,"38.742336117758356","-109.56380703067956","1416.619140625","2020-02-16T17:48:16.045Z","2020-02-16 17:48:16.045","2020-02-16 10:48:16.045","1581875296.045"
1,"38.74233110131061","-109.56380222915806","1416.52734375","2020-02-16T17:48:17.045Z","2020-02-16 17:48:17.045","2020-02-16 10:48:17.045","1581875297.045"
1,"38.74232547673706","-109.56379750529494","1416.4268798828125","2020-02-16T17:48:18.044Z","2020-02-16 17:48:18.044","2020-02-16 10:48:18.044","1581875298.044"
1,"38.74231920191653","-109.56379292696657","1416.3167724609375","2020-02-16T17:48:19.048Z","2020-02-16 17:48:19.048","2020-02-16 10:48:19.048","1581875299.048"
1,"38.742312348428236","-109.56378863358675","1416.1968994140625","2020-02-16T17:48:20.047Z","2020-02-16 17:48:20.047","2020-02-16 10:48:20.047","1581875300.047"
1,"38.742304865981204","-109.5637846695093","1416.064453125","2020-02-16T17:48:21.051Z","2020-02-16 17:48:21.051","2020-02-16 10:48:21.051","1581875301.051"
1,"38.74229687651921","-109.56378115321661","1415.919921875","2020-02-16T17:48:22.047Z","2020-02-16 17:48:22.047","2020-02-16 10:48:22.047","1581875302.047"
1,"38.742288227522536","-109.56377806471961","1415.75927734375","2020-02-16T17:48:23.056Z","2020-02-16 17:48:23.056","2020-02-16 10:48:23.056","1581875303.056"
1,"38.742279122487226","-109.56377550321965","1415.585693359375","2020-02-16T17:48:24.056Z","2020-02-16 17:48:24.056","2020-02-16 10:48:24.056","1581875304.056"
1,"38.742269517223875","-109.56377344928306","1415.3985595703125","2020-02-16T17:48:25.055Z","2020-02-16 17:48:25.055","2020-02-16 10:48:25.055","1581875305.055"
1,"38.74225945217643","-109.56377190159391","1415.1988525390625","2020-02-16T17:48:26.051Z","2020-02-16 17:48:26.051","2020-02-16 10:48:26.051","1581875306.051"
1,"38.74224875140373","-109.56377083553811","1414.984130859375","2020-02-16T17:48:27.062Z","2020-02-16 17:48:27.062","2020-02-16 10:48:27.062","1581875307.062"
1,"38.742237841412866","-109.56377027167099","1414.7642822265625","2020-02-16T17:48:28.050Z","2020-02-16 17:48:28.050","2020-02-16 10:48:28.050","1581875308.05"
1,"38.74222638638489","-109.56377016570984","1414.5347900390625","2020-02-16T17:48:29.048Z","2020-02-16 17:48:29.048","2020-02-16 10:48:29.048","1581875309.048"
1,"38.742214472430845","-109.56377051789042","1414.300048828125","2020-02-16T17:48:30.049Z","2020-02-16 17:48:30.049","2020-02-16 10:48:30.049","1581875310.049"
1,"38.74220198752606","-109.56377133240353","1414.06103515625","2020-02-16T17:48:31.063Z","2020-02-16 17:48:31.063","2020-02-16 10:48:31.063","1581875311.063"
1,"38.74218927575456","-109.56377257183343","1413.82666015625","2020-02-16T17:48:32.064Z","2020-02-16 17:48:32.064","2020-02-16 10:48:32.064","1581875312.064"
1,"38.742176251196774","-109.56377421393121","1413.5966796875","2020-02-16T17:48:33.062Z","2020-02-16 17:48:33.062","2020-02-16 10:48:33.062","1581875313.062"
1,"38.742162980624926","-109.56377622320268","1413.3731689453125","2020-02-16T17:48:34.055Z","2020-02-16 17:48:34.055","2020-02-16 10:48:34.055","1581875314.055"
1,"38.74214947168375","-109.56377856837997","1413.1568603515625","2020-02-16T17:48:35.046Z","2020-02-16 17:48:35.046","2020-02-16 10:48:35.046","1581875315.046"
1,"38.742135624425806","-109.56378124022726","1412.94677734375","2020-02-16T17:48:36.046Z","2020-02-16 17:48:36.046","2020-02-16 10:48:36.046","1581875316.046"
1,"38.742121425998384","-109.56378421829262","1412.7435302734375","2020-02-16T17:48:37.060Z","2020-02-16 17:48:37.060","2020-02-16 10:48:37.060","1581875317.06"
1,"38.74210756960161","-109.56378731638794","1412.556640625","2020-02-16T17:48:38.044Z","2020-02-16 17:48:38.044","2020-02-16 10:48:38.044","1581875318.044"
1,"38.74209423784608","-109.56379043848891","1412.38671875","2020-02-16T17:48:38.991Z","2020-02-16 17:48:38.991","2020-02-16 10:48:38.991","1581875318.991"
1,"38.74208024029833","-109.56379383202025","1412.2181396484375","2020-02-16T17:48:39.992Z","2020-02-16 17:48:39.992","2020-02-16 10:48:39.992","1581875319.992"
1,"38.74206645012934","-109.56379725436017","1412.0611572265625","2020-02-16T17:48:40.992Z","2020-02-16 17:48:40.992","2020-02-16 10:48:40.992","1581875320.992"
1,"38.742052936726466","-109.56380063300922","1411.915283203125","2020-02-16T17:48:41.993Z","2020-02-16 17:48:41.993","2020-02-16 10:48:41.993","1581875321.993"
1,"38.74203981707031","-109.56380387157101","1411.7803955078125","2020-02-16T17:48:42.993Z","2020-02-16 17:48:42.993","2020-02-16 10:48:42.993","1581875322.993"
1,"38.74202714383139","-109.5638068775931","1411.6558837890625","2020-02-16T17:48:43.994Z","2020-02-16 17:48:43.994","2020-02-16 10:48:43.994","1581875323.994"
1,"38.742015007568746","-109.56380954042093","1411.5416259765625","2020-02-16T17:48:44.994Z","2020-02-16 17:48:44.994","2020-02-16 10:48:44.994","1581875324.994"
1,"38.742003436329334","-109.56381175851175","1411.43701171875","2020-02-16T17:48:45.995Z","2020-02-16 17:48:45.995","2020-02-16 10:48:45.995","1581875325.995"
1,"38.74199249426353","-109.56381342358632","1411.3416748046875","2020-02-16T17:48:46.995Z","2020-02-16 17:48:46.995","2020-02-16 10:48:46.995","1581875326.995"
1,"38.741982201595015","-109.563814441643","1411.2545166015625","2020-02-16T17:48:47.995Z","2020-02-16 17:48:47.995","2020-02-16 10:48:47.995","1581875327.995"
1,"38.74197257471105","-109.56381472826611","1411.1744384765625","2020-02-16T17:48:48.996Z","2020-02-16 17:48:48.996","2020-02-16 10:48:48.996","1581875328.996"
1,"38.74196365105486","-109.56381421877377","1411.1002197265625","2020-02-16T17:48:49.996Z","2020-02-16 17:48:49.996","2020-02-16 10:48:49.996","1581875329.996"
1,"38.7419554299632","-109.56381287618544","1411.030517578125","2020-02-16T17:48:50.996Z","2020-02-16 17:48:50.996","2020-02-16 10:48:50.996","1581875330.996"
1,"38.74194790989716","-109.56381069211872","1410.9642333984375","2020-02-16T17:48:51.996Z","2020-02-16 17:48:51.996","2020-02-16 10:48:51.996","1581875331.996"
1,"38.741941069790464","-109.56380768452706","1410.900146484375","2020-02-16T17:48:52.997Z","2020-02-16 17:48:52.997","2020-02-16 10:48:52.997","1581875332.997"
1,"38.741934894412786","-109.56380390832456","1410.8375244140625","2020-02-16T17:48:53.997Z","2020-02-16 17:48:53.997","2020-02-16 10:48:53.997","1581875333.997"
1,"38.74192933421726","-109.56379943073425","1410.775146484375","2020-02-16T17:48:54.997Z","2020-02-16 17:48:54.997","2020-02-16 10:48:54.997","1581875334.997"
1,"38.74192433676741","-109.56379433350551","1410.712158203125","2020-02-16T17:48:55.997Z","2020-02-16 17:48:55.997","2020-02-16 10:48:55.997","1581875335.997"
1,"38.74191984328398","-109.56378870392582","1410.6478271484375","2020-02-16T17:48:56.997Z","2020-02-16 17:48:56.997","2020-02-16 10:48:56.997","1581875336.997"
1,"38.7419157929531","-109.5637826305673","1410.5816650390625","2020-02-16T17:48:57.997Z","2020-02-16 17:48:57.997","2020-02-16 10:48:57.997","1581875337.997"
1,"38.741912123626165","-109.56377619378532","1410.5135498046875","2020-02-16T17:48:58.998Z","2020-02-16 17:48:58.998","2020-02-16 10:48:58.998","1581875338.998"
1,"38.74190878887354","-109.56376949032209","1410.4432373046875","2020-02-16T17:48:59.998Z","2020-02-16 17:48:59.998","2020-02-16 10:48:59.998","1581875339.998"
1,"38.74190573763463","-109.5637625932251","1410.3704833984375","2020-02-16T17:49:00.998Z","2020-02-16 17:49:00.998","2020-02-16 10:49:00.998","1581875340.998"
1,"38.74190292974751","-109.56375557423094","1410.2950439453125","2020-02-16T17:49:01.998Z","2020-02-16 17:49:01.998","2020-02-16 10:49:01.998","1581875341.998"
1,"38.74190033104028","-109.56374849300958","1410.2161865234375","2020-02-16T17:49:02.998Z","2020-02-16 17:49:02.998","2020-02-16 10:49:02.998","1581875342.998"
1,"38.741897911376","-109.56374139088874","1410.1337890625","2020-02-16T17:49:03.998Z","2020-02-16 17:49:03.998","2020-02-16 10:49:03.998","1581875343.998"
1,"38.74189564120148","-109.56373428535976","1410.047607421875","2020-02-16T17:49:04.998Z","2020-02-16 17:49:04.998","2020-02-16 10:49:04.998","1581875344.998"
1,"38.74189348760226","-109.56372716811676","1409.957763671875","2020-02-16T17:49:05.998Z","2020-02-16 17:49:05.998","2020-02-16 10:49:05.998","1581875345.998"
1,"38.7418914096949","-109.56371999909896","1409.8643798828125","2020-02-16T17:49:06.999Z","2020-02-16 17:49:06.999","2020-02-16 10:49:06.999","1581875346.999"
1,"38.741889365899766","-109.56371273729324","1409.7686767578125","2020-02-16T17:49:07.999Z","2020-02-16 17:49:07.999","2020-02-16 10:49:07.999","1581875347.999"
1,"38.74188730211332","-109.5637053019987","1409.6717529296875","2020-02-16T17:49:08.999Z","2020-02-16 17:49:08.999","2020-02-16 10:49:08.999","1581875348.999"
1,"38.741885162484984","-109.5636976118297","1409.574951171875","2020-02-16T17:49:09.999Z","2020-02-16 17:49:09.999","2020-02-16 10:49:09.999","1581875349.999"
1,"38.74188289100303","-109.56368959119521","1409.4801025390625","2020-02-16T17:49:10.999Z","2020-02-16 17:49:10.999","2020-02-16 10:49:10.999","1581875350.999"
1,"38.74188043550579","-109.56368118064508","1409.3885498046875","2020-02-16T17:49:11.999Z","2020-02-16 17:49:11.999","2020-02-16 10:49:11.999","1581875351.999"
1,"38.74187775070005","-109.56367234185535","1409.3016357421875","2020-02-16T17:49:12.999Z","2020-02-16 17:49:12.999","2020-02-16 10:49:12.999","1581875352.999"
1,"38.741874799217534","-109.56366305655467","1409.2205810546875","2020-02-16T17:49:13.999Z","2020-02-16 17:49:13.999","2020-02-16 10:49:13.999","1581875353.999"
1,"38.741871550178956","-109.56365332099517","1409.146728515625","2020-02-16T17:49:14.999Z","2020-02-16 17:49:14.999","2020-02-16 10:49:14.999","1581875354.999"
1,"38.74186797610738","-109.56364313952649","1409.0806884765625","2020-02-16T17:49:15.999Z","2020-02-16 17:49:15.999","2020-02-16 10:49:15.999","1581875355.999"
1,"38.74186405076183","-109.56363251982248","1409.0235595703125","2020-02-16T17:49:16.999Z","2020-02-16 17:49:16.999","2020-02-16 10:49:16.999","1581875356.999"
1,"38.7418597499804","-109.56362147218509","1408.9757080078125","2020-02-16T17:49:17.999Z","2020-02-16 17:49:17.999","2020-02-16 10:49:17.999","1581875357.999"
1,"38.74185505454215","-109.56361001299283","1408.93798828125","2020-02-16T17:49:18.999Z","2020-02-16 17:49:18.999","2020-02-16 10:49:18.999","1581875358.999"
1,"38.741849952776924","-109.56359816936117","1408.910888671875","2020-02-16T17:49:19.999Z","2020-02-16 17:49:19.999","2020-02-16 10:49:19.999","1581875359.999"
1,"38.74184444170217","-109.56358598318849","1408.895263671875","2020-02-16T17:49:20.999Z","2020-02-16 17:49:20.999","2020-02-16 10:49:20.999","1581875360.999"
1,"38.741838526024615","-109.56357351413968","1408.8912353515625","2020-02-16T17:49:21.999Z","2020-02-16 17:49:21.999","2020-02-16 10:49:21.999","1581875361.999"
1,"38.74183221535413","-109.56356084114996","1408.898681640625","2020-02-16T17:49:22.999Z","2020-02-16 17:49:22.999","2020-02-16 10:49:22.999","1581875362.999"
1,"38.74182551346856","-109.56354804917572","1408.916748046875","2020-02-16T17:49:24.000Z","2020-02-16 17:49:24.000","2020-02-16 10:49:24.000","1581875364"
1,"38.74181844240784","-109.5635352778286","1408.9443359375","2020-02-16T17:49:25.000Z","2020-02-16 17:49:25.000","2020-02-16 10:49:25.000","1581875365"
1,"38.741811000309646","-109.56352263921458","1408.979248046875","2020-02-16T17:49:26.000Z","2020-02-16 17:49:26.000","2020-02-16 10:49:26.000","1581875366"
1,"38.741803187870076","-109.56351025983628","1409.0194091796875","2020-02-16T17:49:27.000Z","2020-02-16 17:49:27.000","2020-02-16 10:49:27.000","1581875367"
1,"38.74179500476023","-109.56349825733352","1409.062255859375","2020-02-16T17:49:28.000Z","2020-02-16 17:49:28.000","2020-02-16 10:49:28.000","1581875368"
1,"38.741786452664535","-109.56348673146867","1409.1048583984375","2020-02-16T17:49:29.000Z","2020-02-16 17:49:29.000","2020-02-16 10:49:29.000","1581875369"
1,"38.74177753736615","-109.56347575735116","1409.14453125","2020-02-16T17:49:30.000Z","2020-02-16 17:49:30.000","2020-02-16 10:49:30.000","1581875370"
1,"38.741768269881646","-109.56346538154361","1409.1787109375","2020-02-16T17:49:31.000Z","2020-02-16 17:49:31.000","2020-02-16 10:49:31.000","1581875371"
1,"38.74175866654325","-109.5634556209983","1409.2052001953125","2020-02-16T17:49:32.000Z","2020-02-16 17:49:32.000","2020-02-16 10:49:32.000","1581875372"
1,"38.741748748627245","-109.56344646377457","1409.2220458984375","2020-02-16T17:49:33.000Z","2020-02-16 17:49:33.000","2020-02-16 10:49:33.000","1581875373"
1,"38.74173854193358","-109.5634378714603","1409.2279052734375","2020-02-16T17:49:34.000Z","2020-02-16 17:49:34.000","2020-02-16 10:49:34.000","1581875374"
1,"38.74172807595242","-109.56342978362416","1409.2216796875","2020-02-16T17:49:35.000Z","2020-02-16 17:49:35.000","2020-02-16 10:49:35.000","1581875375"
1,"38.74171738237581","-109.56342212417088","1409.202880859375","2020-02-16T17:49:36.000Z","2020-02-16 17:49:36.000","2020-02-16 10:49:36.000","1581875376"
1,"38.741706493575826","-109.56341480862542","1409.1712646484375","2020-02-16T17:49:37.000Z","2020-02-16 17:49:37.000","2020-02-16 10:49:37.000","1581875377"
1,"38.74169544182496","-109.56340775066411","1409.127197265625","2020-02-16T17:49:38.000Z","2020-02-16 17:49:38.000","2020-02-16 10:49:38.000","1581875378"
1,"38.741684259509285","-109.56340086658828","1409.071533203125","2020-02-16T17:49:39.000Z","2020-02-16 17:49:39.000","2020-02-16 10:49:39.000","1581875379"
1,"38.74167298061287","-109.56339407833043","1409.00537109375","2020-02-16T17:49:40.000Z","2020-02-16 17:49:40.000","2020-02-16 10:49:40.000","1581875380"
1,"38.741661642699725","-109.5633873164264","1408.9302978515625","2020-02-16T17:49:41.000Z","2020-02-16 17:49:41.000","2020-02-16 10:49:41.000","1581875381"
1,"38.741650288130934","-109.56338052244513","1408.8480224609375","2020-02-16T17:49:42.000Z","2020-02-16 17:49:42.000","2020-02-16 10:49:42.000","1581875382"
1,"38.7416389643553","-109.56337364991347","1408.76025390625","2020-02-16T17:49:43.000Z","2020-02-16 17:49:43.000","2020-02-16 10:49:43.000","1581875383"
1,"38.7416277238738","-109.5633666641368","1408.6693115234375","2020-02-16T17:49:44.000Z","2020-02-16 17:49:44.000","2020-02-16 10:49:44.000","1581875384"
1,"38.74161662432148","-109.56335954217303","1408.5771484375","2020-02-16T17:49:45.000Z","2020-02-16 17:49:45.000","2020-02-16 10:49:45.000","1581875385"
1,"38.74160572837711","-109.56335227324969","1408.4857177734375","2020-02-16T17:49:46.000Z","2020-02-16 17:49:46.000","2020-02-16 10:49:46.000","1581875386"
1,"38.74159510278906","-109.5633448583235","1408.3968505859375","2020-02-16T17:49:47.000Z","2020-02-16 17:49:47.000","2020-02-16 10:49:47.000","1581875387"
1,"38.74158481692603","-109.56333730904225","1408.3118896484375","2020-02-16T17:49:48.000Z","2020-02-16 17:49:48.000","2020-02-16 10:49:48.000","1581875388"
1,"38.74157494170816","-109.56332964688012","1408.2320556640625","2020-02-16T17:49:49.000Z","2020-02-16 17:49:49.000","2020-02-16 10:49:49.000","1581875389"
1,"38.741565548409795","-109.56332190149732","1408.15869140625","2020-02-16T17:49:50.000Z","2020-02-16 17:49:50.000","2020-02-16 10:49:50.000","1581875390"
1,"38.741556707458976","-109.56331410789146","1408.0921630859375","2020-02-16T17:49:51.000Z","2020-02-16 17:49:51.000","2020-02-16 10:49:51.000","1581875391"
1,"38.74154848812588","-109.56330630304703","1408.033203125","2020-02-16T17:49:52.000Z","2020-02-16 17:49:52.000","2020-02-16 10:49:52.000","1581875392"
1,"38.74154095871615","-109.5632985227075","1407.981689453125","2020-02-16T17:49:53.000Z","2020-02-16 17:49:53.000","2020-02-16 10:49:53.000","1581875393"
1,"38.74153418642896","-109.56329079853036","1407.9376220703125","2020-02-16T17:49:54.000Z","2020-02-16 17:49:54.000","2020-02-16 10:49:54.000","1581875394"
1,"38.741528235328474","-109.56328315504169","1407.901123046875","2020-02-16T17:49:55.000Z","2020-02-16 17:49:55.000","2020-02-16 10:49:55.000","1581875395"
1,"38.741523161220954","-109.56327560567638","1407.871826171875","2020-02-16T17:49:56.000Z","2020-02-16 17:49:56.000","2020-02-16 10:49:56.000","1581875396"
1,"38.74151900546475","-109.56326814920605","1407.849853515625","2020-02-16T17:49:57.000Z","2020-02-16 17:49:57.000","2020-02-16 10:49:57.000","1581875397"
1,"38.74151579122935","-109.5632607691269","1407.835205078125","2020-02-16T17:49:58.000Z","2020-02-16 17:49:58.000","2020-02-16 10:49:58.000","1581875398"
1,"38.74151352270782","-109.56325343552865","1407.828125","2020-02-16T17:49:59.000Z","2020-02-16 17:49:59.000","2020-02-16 10:49:59.000","1581875399"
1,"38.741512185559664","-109.56324610766359","1407.828857421875","2020-02-16T17:50:00.000Z","2020-02-16 17:50:00.000","2020-02-16 10:50:00.000","1581875400"
1,"38.74151174805332","-109.56323873778241","1407.837646484375","2020-02-16T17:50:01.000Z","2020-02-16 17:50:01.000","2020-02-16 10:50:01.000","1581875401"
1,"38.74151216291177","-109.56323127792514","1407.8544921875","2020-02-16T17:50:02.000Z","2020-02-16 17:50:02.000","2020-02-16 10:50:02.000","1581875402"
1,"38.741513370201034","-109.5632236899653","1407.87939453125","2020-02-16T17:50:03.000Z","2020-02-16 17:50:03.000","2020-02-16 10:50:03.000","1581875403"
1,"38.741515300907906","-109.5632159544804","1407.9119873046875","2020-02-16T17:50:04.000Z","2020-02-16 17:50:04.000","2020-02-16 10:50:04.000","1581875404"
1,"38.74151787968501","-109.56320807360444","1407.9515380859375","2020-02-16T17:50:05.000Z","2020-02-16 17:50:05.000","2020-02-16 10:50:05.000","1581875405"
1,"38.741521026934784","-109.5632000681616","1407.9970703125","2020-02-16T17:50:06.000Z","2020-02-16 17:50:06.000","2020-02-16 10:50:06.000","1581875406"
1,"38.7415246617441","-109.56319197248881","1408.047607421875","2020-02-16T17:50:07.000Z","2020-02-16 17:50:07.000","2020-02-16 10:50:07.000","1581875407"
1,"38.7415287060042","-109.56318382929129","1408.10205078125","2020-02-16T17:50:08.000Z","2020-02-16 17:50:08.000","2020-02-16 10:50:08.000","1581875408"
