"Segment","Latitude","Longitude","Altitude (m)","Time (UTC ISO)","Time (UTC)","Time (Local)","UNIX Epoch Time"
1,"38.74300869546847","-109.56566870032336","1451.8443603515625","2020-02-16T17:41:31.752Z","2020-02-16 17:41:31.752","2020-02-16 10:41:31.752","1581874891.752"
1,"38.74301392211829","-109.56567207764748","1451.827392578125","2020-02-16T17:41:32.577Z","2020-02-16 17:41:32.577","2020-02-16 10:41:32.577","1581874892.577"
1,"38.74301506864531","-109.5656728180076","1451.8236083984375","2020-02-16T17:41:32.758Z","2020-02-16 17:41:32.758","2020-02-16 10:41:32.758","1581874892.758"
1,"38.74302138527527","-109.56567688091164","1451.7998046875","2020-02-16T17:41:33.756Z","2020-02-16 17:41:33.756","2020-02-16 10:41:33.756","1581874893.756"
1,"38.74302772880473","-109.56568091263904","1451.7669677734375","2020-02-16T17:41:34.760Z","2020-02-16 17:41:34.760","2020-02-16 10:41:34.760","1581874894.76"
1,"38.743034156423626","-109.56568491446892","1451.718017578125","2020-02-16T17:41:35.779Z","2020-02-16 17:41:35.779","2020-02-16 10:41:35.779","1581874895.779"
1,"38.74304030904669","-109.56568862955518","1451.6507568359375","2020-02-16T17:41:36.756Z","2020-02-16 17:41:36.756","2020-02-16 10:41:36.756","1581874896.756"
1,"38.74304660255585","-109.5656922519418","1451.5555419921875","2020-02-16T17:41:37.758Z","2020-02-16 17:41:37.758","2020-02-16 10:41:37.758","1581874897.758"
1,"38.74305285922688","-109.56569561477038","1451.430908203125","2020-02-16T17:41:38.758Z","2020-02-16 17:41:38.758","2020-02-16 10:41:38.758","1581874898.758"
1,"38.7430590748007","-109.56569869451548","1451.2786865234375","2020-02-16T17:41:39.756Z","2020-02-16 17:41:39.756","2020-02-16 10:41:39.756","1581874899.756"
1,"38.743065309514684","-109.5657015304374","1451.102294921875","2020-02-16T17:41:40.762Z","2020-02-16 17:41:40.762","2020-02-16 10:41:40.762","1581874900.762"
1,"38.7430715025499","-109.5657041280225","1450.9100341796875","2020-02-16T17:41:41.766Z","2020-02-16 17:41:41.766","2020-02-16 10:41:41.766","1581874901.766"
1,"38.74307764736258","-109.56570653301088","1450.7093505859375","2020-02-16T17:41:42.766Z","2020-02-16 17:41:42.766","2020-02-16 10:41:42.766","1581874902.766"
1,"38.743083778673714","-109.56570880664701","1450.5064697265625","2020-02-16T17:41:43.766Z","2020-02-16 17:41:43.766","2020-02-16 10:41:43.766","1581874903.766"
1,"38.74308990489254","-109.56571099459349","1450.3077392578125","2020-02-16T17:41:44.765Z","2020-02-16 17:41:44.765","2020-02-16 10:41:44.765","1581874904.765"
1,"38.743095995122786","-109.56571312279067","1450.11962890625","2020-02-16T17:41:45.755Z","2020-02-16 17:41:45.755","2020-02-16 10:41:45.755","1581874905.755"
1,"38.74310220953105","-109.56571527584438","1449.94189453125","2020-02-16T17:41:46.758Z","2020-02-16 17:41:46.758","2020-02-16 10:41:46.758","1581874906.758"
1,"38.74310855973202","-109.56571747978829","1449.779052734375","2020-02-16T17:41:47.770Z","2020-02-16 17:41:47.770","2020-02-16 10:41:47.770","1581874907.77"
1,"38.74311488913413","-109.5657196972829","1449.638916015625","2020-02-16T17:41:48.760Z","2020-02-16 17:41:48.760","2020-02-16 10:41:48.760","1581874908.76"
1,"38.743121441995044","-109.56572203076948","1449.5185546875","2020-02-16T17:41:49.760Z","2020-02-16 17:41:49.760","2020-02-16 10:41:49.760","1581874909.76"
1,"38.74312819530125","-109.56572449295031","1449.4210205078125","2020-02-16T17:41:50.760Z","2020-02-16 17:41:50.760","2020-02-16 10:41:50.760","1581874910.76"
1,"38.743135218996656","-109.56572713436931","1449.34716796875","2020-02-16T17:41:51.765Z","2020-02-16 17:41:51.765","2020-02-16 10:41:51.765","1581874911.765"
1,"38.74314247313995","-109.56572996870833","1449.2978515625","2020-02-16T17:41:52.766Z","2020-02-16 17:41:52.766","2020-02-16 10:41:52.766","1581874912.766"
1,"38.743144164575035","-109.56573064383848","1449.2894287109375","2020-02-16T17:41:52.995Z","2020-02-16 17:41:52.995","2020-02-16 10:41:52.995","1581874912.995"
1,"38.74315990029977","-109.56573750559848","1449.2847900390625","2020-02-16T17:41:54.995Z","2020-02-16 17:41:54.995","2020-02-16 10:41:54.995","1581874914.995"
1,"38.743168341597595","-109.56574152200146","1449.3212890625","2020-02-16T17:41:55.995Z","2020-02-16 17:41:55.995","2020-02-16 10:41:55.995","1581874915.995"
1,"38.74317695985832","-109.56574573883272","1449.365478515625","2020-02-16T17:41:56.995Z","2020-02-16 17:41:56.995","2020-02-16 10:41:56.995","1581874916.995"
1,"38.74318570642219","-109.56575011134471","1449.4134521484375","2020-02-16T17:41:57.995Z","2020-02-16 17:41:57.995","2020-02-16 10:41:57.995","1581874917.995"
1,"38.74319451796968","-109.565754579106","1449.4620361328125","2020-02-16T17:41:58.995Z","2020-02-16 17:41:58.995","2020-02-16 10:41:58.995","1581874918.995"
1,"38.74320331990032","-109.56575907087215","1449.50830078125","2020-02-16T17:41:59.995Z","2020-02-16 17:41:59.995","2020-02-16 10:41:59.995","1581874919.995"
1,"38.74321203047694","-109.56576350916957","1449.5506591796875","2020-02-16T17:42:00.995Z","2020-02-16 17:42:00.995","2020-02-16 10:42:00.995","1581874920.995"
1,"38.74322056328316","-109.56576781414128","1449.5880126953125","2020-02-16T17:42:01.995Z","2020-02-16 17:42:01.995","2020-02-16 10:42:01.995","1581874921.995"
1,"38.74322882814105","-109.5657719062281","1449.6199951171875","2020-02-16T17:42:02.995Z","2020-02-16 17:42:02.995","2020-02-16 10:42:02.995","1581874922.995"
1,"38.74323673296969","-109.5657757082191","1449.6466064453125","2020-02-16T17:42:03.995Z","2020-02-16 17:42:03.995","2020-02-16 10:42:03.995","1581874923.995"
1,"38.74324418740314","-109.56577914715994","1449.6685791015625","2020-02-16T17:42:04.995Z","2020-02-16 17:42:04.995","2020-02-16 10:42:04.995","1581874924.995"
1,"38.74325110741808","-109.56578215513973","1449.6865234375","2020-02-16T17:42:05.995Z","2020-02-16 17:42:05.995","2020-02-16 10:42:05.995","1581874925.995"
1,"38.74325742083954","-109.56578466933459","1449.70166015625","2020-02-16T17:42:06.995Z","2020-02-16 17:42:06.995","2020-02-16 10:42:06.995","1581874926.995"
1,"38.743263072361266","-109.56578663260909","1449.715576171875","2020-02-16T17:42:07.995Z","2020-02-16 17:42:07.995","2020-02-16 10:42:07.995","1581874927.995"
1,"38.743268026567634","-109.56578799619304","1449.7298583984375","2020-02-16T17:42:08.995Z","2020-02-16 17:42:08.995","2020-02-16 10:42:08.995","1581874928.995"
1,"38.74327226851972","-109.56578872476138","1449.746337890625","2020-02-16T17:42:09.995Z","2020-02-16 17:42:09.995","2020-02-16 10:42:09.995","1581874929.995"
1,"38.74327580190026","-109.56578880090626","1449.7662353515625","2020-02-16T17:42:10.995Z","2020-02-16 17:42:10.995","2020-02-16 10:42:10.995","1581874930.995"
1,"38.74327864559032","-109.56578822668948","1449.79052734375","2020-02-16T17:42:11.995Z","2020-02-16 17:42:11.995","2020-02-16 10:42:11.995","1581874931.995"
1,"38.743280830277705","-109.56578702238888","1449.819580078125","2020-02-16T17:42:12.995Z","2020-02-16 17:42:12.995","2020-02-16 10:42:12.995","1581874932.995"
1,"38.74328239583601","-109.56578522391537","1449.853759765625","2020-02-16T17:42:13.995Z","2020-02-16 17:42:13.995","2020-02-16 10:42:13.995","1581874933.995"
1,"38.74328338952877","-109.56578287991474","1449.89306640625","2020-02-16T17:42:14.995Z","2020-02-16 17:42:14.995","2020-02-16 10:42:14.995","1581874934.995"
1,"38.74328386540036","-109.56578004839311","1449.9375","2020-02-16T17:42:15.995Z","2020-02-16 17:42:15.995","2020-02-16 10:42:15.995","1581874935.995"
1,"38.74328388425199","-109.56577679446265","1449.9864501953125","2020-02-16T17:42:16.995Z","2020-02-16 17:42:16.995","2020-02-16 10:42:16.995","1581874936.995"
1,"38.743283513390395","-109.56577319067047","1450.03955078125","2020-02-16T17:42:17.995Z","2020-02-16 17:42:17.995","2020-02-16 10:42:17.995","1581874937.995"
1,"38.74328282620731","-109.56576931891456","1450.0960693359375","2020-02-16T17:42:18.995Z","2020-02-16 17:42:18.995","2020-02-16 10:42:18.995","1581874938.995"
1,"38.743281900900904","-109.56576527170957","1450.1551513671875","2020-02-16T17:42:19.995Z","2020-02-16 17:42:19.995","2020-02-16 10:42:19.995","1581874939.995"
1,"38.74328081773364","-109.56576115060889","1450.216064453125","2020-02-16T17:42:20.995Z","2020-02-16 17:42:20.995","2020-02-16 10:42:20.995","1581874940.995"
1,"38.74327965603834","-109.56575706180875","1450.278076171875","2020-02-16T17:42:21.995Z","2020-02-16 17:42:21.995","2020-02-16 10:42:21.995","1581874941.995"
1,"38.743278491648326","-109.56575311069697","1450.3402099609375","2020-02-16T17:42:22.995Z","2020-02-16 17:42:22.995","2020-02-16 10:42:22.995","1581874942.995"
1,"38.74327739333139","-109.56574939580209","1450.4017333984375","2020-02-16T17:42:23.995Z","2020-02-16 17:42:23.995","2020-02-16 10:42:23.995","1581874943.995"
1,"38.74327641799404","-109.56574600210674","1450.4617919921875","2020-02-16T17:42:24.995Z","2020-02-16 17:42:24.995","2020-02-16 10:42:24.995","1581874944.995"
1,"38.74327560672722","-109.56574299533372","1450.519775390625","2020-02-16T17:42:25.995Z","2020-02-16 17:42:25.995","2020-02-16 10:42:25.995","1581874945.995"
1,"38.74327498239278","-109.56574041801034","1450.5745849609375","2020-02-16T17:42:26.995Z","2020-02-16 17:42:26.995","2020-02-16 10:42:26.995","1581874946.995"
1,"38.74327454829769","-109.56573828675756","1450.6253662109375","2020-02-16T17:42:27.995Z","2020-02-16 17:42:27.995","2020-02-16 10:42:27.995","1581874947.995"
1,"38.74327428919708","-109.56573659122593","1450.6715087890625","2020-02-16T17:42:28.995Z","2020-02-16 17:42:28.995","2020-02-16 10:42:28.995","1581874948.995"
1,"38.743274175387285","-109.56573529576565","1450.7125244140625","2020-02-16T17:42:29.995Z","2020-02-16 17:42:29.995","2020-02-16 10:42:29.995","1581874949.995"
1,"38.74327416798563","-109.56573434374738","1450.7479248046875","2020-02-16T17:42:30.995Z","2020-02-16 17:42:30.995","2020-02-16 10:42:30.995","1581874950.995"
1,"38.74327422310425","-109.56573366237895","1450.777587890625","2020-02-16T17:42:31.995Z","2020-02-16 17:42:31.995","2020-02-16 10:42:31.995","1581874951.995"
1,"38.74327429425581","-109.56573316604094","1450.80126953125","2020-02-16T17:42:32.995Z","2020-02-16 17:42:32.995","2020-02-16 10:42:32.995","1581874952.995"
1,"38.7432743330399","-109.56573275854565","1450.8189697265625","2020-02-16T17:42:33.995Z","2020-02-16 17:42:33.995","2020-02-16 10:42:33.995","1581874953.995"
1,"38.74327428876137","-109.56573233547391","1450.830810546875","2020-02-16T17:42:34.995Z","2020-02-16 17:42:34.995","2020-02-16 10:42:34.995","1581874954.995"
1,"38.74327410810335","-109.56573178604023","1450.8369140625","2020-02-16T17:42:35.995Z","2020-02-16 17:42:35.995","2020-02-16 10:42:35.995","1581874955.995"
1,"38.74327373563242","-109.56573099462744","1450.83740234375","2020-02-16T17:42:36.995Z","2020-02-16 17:42:36.995","2020-02-16 10:42:36.995","1581874956.995"
1,"38.743273115393116","-109.565729843782","1450.8326416015625","2020-02-16T17:42:37.995Z","2020-02-16 17:42:37.995","2020-02-16 10:42:37.995","1581874957.995"
1,"38.74327219310395","-109.56572821908097","1450.8231201171875","2020-02-16T17:42:38.995Z","2020-02-16 17:42:38.995","2020-02-16 10:42:38.995","1581874958.995"
1,"38.74327091902774","-109.56572601534404","1450.8092041015625","2020-02-16T17:42:39.995Z","2020-02-16 17:42:39.995","2020-02-16 10:42:39.995","1581874959.995"
1,"38.743269251569046","-109.56572314317788","1450.7911376953125","2020-02-16T17:42:40.995Z","2020-02-16 17:42:40.995","2020-02-16 10:42:40.995","1581874960.995"
1,"38.743267160222715","-109.56571953320105","1450.7694091796875","2020-02-16T17:42:41.995Z","2020-02-16 17:42:41.995","2020-02-16 10:42:41.995","1581874961.995"
1,"38.7432646257095","-109.56571513509806","1450.7442626953125","2020-02-16T17:42:42.995Z","2020-02-16 17:42:42.995","2020-02-16 10:42:42.995","1581874962.995"
1,"38.743261636463544","-109.56570991276597","1450.7159423828125","2020-02-16T17:42:43.995Z","2020-02-16 17:42:43.995","2020-02-16 10:42:43.995","1581874963.995"
1,"38.743258183649196","-109.56570383994062","1450.68505859375","2020-02-16T17:42:44.995Z","2020-02-16 17:42:44.995","2020-02-16 10:42:44.995","1581874964.995"
1,"38.743254257675424","-109.56569689923428","1450.6522216796875","2020-02-16T17:42:45.995Z","2020-02-16 17:42:45.995","2020-02-16 10:42:45.995","1581874965.995"
1,"38.74324984756484","-109.56568908430279","1450.6177978515625","2020-02-16T17:42:46.995Z","2020-02-16 17:42:46.995","2020-02-16 10:42:46.995","1581874966.995"
1,"38.743244943243965","-109.56568040196399","1450.582275390625","2020-02-16T17:42:47.995Z","2020-02-16 17:42:47.995","2020-02-16 10:42:47.995","1581874967.995"
1,"38.74323954085493","-109.56567087277199","1450.5458984375","2020-02-16T17:42:48.995Z","2020-02-16 17:42:48.995","2020-02-16 10:42:48.995","1581874968.995"
1,"38.74323364941741","-109.56566053260747","1450.5089111328125","2020-02-16T17:42:49.995Z","2020-02-16 17:42:49.995","2020-02-16 10:42:49.995","1581874969.995"
1,"38.74322729623377","-109.5656494364175","1450.47119140625","2020-02-16T17:42:50.995Z","2020-02-16 17:42:50.995","2020-02-16 10:42:50.995","1581874970.995"
1,"38.74322053030418","-109.56563766111506","1450.43310546875","2020-02-16T17:42:51.995Z","2020-02-16 17:42:51.995","2020-02-16 10:42:51.995","1581874971.995"
1,"38.74321342295402","-109.5656253056192","1450.39453125","2020-02-16T17:42:52.995Z","2020-02-16 17:42:52.995","2020-02-16 10:42:52.995","1581874972.995"
1,"38.74320606587656","-109.56561248830043","1450.3555908203125","2020-02-16T17:42:53.995Z","2020-02-16 17:42:53.995","2020-02-16 10:42:53.995","1581874973.995"
1,"38.74319856713456","-109.56559934187376","1450.3165283203125","2020-02-16T17:42:54.995Z","2020-02-16 17:42:54.995","2020-02-16 10:42:54.995","1581874974.995"
1,"38.743191043675864","-109.56558600516486","1450.27734375","2020-02-16T17:42:55.995Z","2020-02-16 17:42:55.995","2020-02-16 10:42:55.995","1581874975.995"
1,"38.74318361113892","-109.56557261353095","1450.2381591796875","2020-02-16T17:42:56.995Z","2020-02-16 17:42:56.995","2020-02-16 10:42:56.995","1581874976.995"
1,"38.743176375102706","-109.56555929201443","1450.198974609375","2020-02-16T17:42:57.995Z","2020-02-16 17:42:57.995","2020-02-16 10:42:57.995","1581874977.995"
1,"38.743169426040744","-109.56554615181672","1450.15966796875","2020-02-16T17:42:58.995Z","2020-02-16 17:42:58.995","2020-02-16 10:42:58.995","1581874978.995"
1,"38.74316283753547","-109.56553328772648","1450.1201171875","2020-02-16T17:42:59.995Z","2020-02-16 17:42:59.995","2020-02-16 10:42:59.995","1581874979.995"
1,"38.74315666675354","-109.56552077583545","1450.0799560546875","2020-02-16T17:43:00.995Z","2020-02-16 17:43:00.995","2020-02-16 10:43:00.995","1581874980.995"
1,"38.743150954649195","-109.56550867219299","1450.03857421875","2020-02-16T17:43:01.995Z","2020-02-16 17:43:01.995","2020-02-16 10:43:01.995","1581874981.995"
1,"38.74314572436178","-109.56549701264598","1449.9954833984375","2020-02-16T17:43:02.995Z","2020-02-16 17:43:02.995","2020-02-16 10:43:02.995","1581874982.995"
1,"38.743140979668134","-109.56548581351578","1449.94970703125","2020-02-16T17:43:03.995Z","2020-02-16 17:43:03.995","2020-02-16 10:43:03.995","1581874983.995"
1,"38.74313670513859","-109.56547507145967","1449.9005126953125","2020-02-16T17:43:04.995Z","2020-02-16 17:43:04.995","2020-02-16 10:43:04.995","1581874984.995"
1,"38.7431328675387","-109.56546476135271","1449.846923828125","2020-02-16T17:43:05.995Z","2020-02-16 17:43:05.995","2020-02-16 10:43:05.995","1581874985.995"
1,"38.743129418438635","-109.56545483412503","1449.7882080078125","2020-02-16T17:43:06.995Z","2020-02-16 17:43:06.995","2020-02-16 10:43:06.995","1581874986.995"
1,"38.743126299751","-109.5654452161914","1449.7235107421875","2020-02-16T17:43:07.995Z","2020-02-16 17:43:07.995","2020-02-16 10:43:07.995","1581874987.995"
1,"38.743123451816466","-109.56543581035616","1449.652587890625","2020-02-16T17:43:08.995Z","2020-02-16 17:43:08.995","2020-02-16 10:43:08.995","1581874988.995"
1,"38.743120820708064","-109.56542649907108","1449.5751953125","2020-02-16T17:43:09.995Z","2020-02-16 17:43:09.995","2020-02-16 10:43:09.995","1581874989.995"
1,"38.74311836220973","-109.56541715074704","1449.4910888671875","2020-02-16T17:43:10.995Z","2020-02-16 17:43:10.995","2020-02-16 10:43:10.995","1581874990.995"
1,"38.74311604170777","-109.5654076289799","1449.400390625","2020-02-16T17:43:11.995Z","2020-02-16 17:43:11.995","2020-02-16 10:43:11.995","1581874991.995"
1,"38.743113831730696","-109.56539780299342","1449.3031005859375","2020-02-16T17:43:12.995Z","2020-02-16 17:43:12.995","2020-02-16 10:43:12.995","1581874992.995"
1,"38.74311170954627","-109.56538755597023","1449.1998291015625","2020-02-16T17:43:13.995Z","2020-02-16 17:43:13.995","2020-02-16 10:43:13.995","1581874993.995"
1,"38.743109657485","-109.56537679061002","1449.0908203125","2020-02-16T17:43:14.995Z","2020-02-16 17:43:14.995","2020-02-16 10:43:14.995","1581874994.995"
1,"38.74310766788916","-109.565365433489","1448.976806640625","2020-02-16T17:43:15.995Z","2020-02-16 17:43:15.995","2020-02-16 10:43:15.995","1581874995.995"
1,"38.74310574879998","-109.5653534381847","1448.8585205078125","2020-02-16T17:43:16.995Z","2020-02-16 17:43:16.995","2020-02-16 10:43:16.995","1581874996.995"
1,"38.74310392580514","-109.56534078619258","1448.7364501953125","2020-02-16T17:43:17.995Z","2020-02-16 17:43:17.995","2020-02-16 10:43:17.995","1581874997.995"
1,"38.74310223826415","-109.56532748528296","1448.6112060546875","2020-02-16T17:43:18.995Z","2020-02-16 17:43:18.995","2020-02-16 10:43:18.995","1581874998.995"
1,"38.74310072998268","-109.56531356527978","1448.483642578125","2020-02-16T17:43:19.995Z","2020-02-16 17:43:19.995","2020-02-16 10:43:19.995","1581874999.995"
1,"38.74309943887529","-109.56529907198598","1448.354248046875","2020-02-16T17:43:20.995Z","2020-02-16 17:43:20.995","2020-02-16 10:43:20.995","1581875000.995"
1,"38.743098390202974","-109.56528406088842","1448.2239990234375","2020-02-16T17:43:21.995Z","2020-02-16 17:43:21.995","2020-02-16 10:43:21.995","1581875001.995"
1,"38.74309759447992","-109.56526859208806","1448.09326171875","2020-02-16T17:43:22.995Z","2020-02-16 17:43:22.995","2020-02-16 10:43:22.995","1581875002.995"
1,"38.74309704915703","-109.56525272681583","1447.9625244140625","2020-02-16T17:43:23.995Z","2020-02-16 17:43:23.995","2020-02-16 10:43:23.995","1581875003.995"
1,"38.74309674191745","-109.56523652466291","1447.8319091796875","2020-02-16T17:43:24.995Z","2020-02-16 17:43:24.995","2020-02-16 10:43:24.995","1581875004.995"
1,"38.74309665333786","-109.56522004093041","1447.701171875","2020-02-16T17:43:25.995Z","2020-02-16 17:43:25.995","2020-02-16 10:43:25.995","1581875005.995"
1,"38.7430967581807","-109.56520332418165","1447.5704345703125","2020-02-16T17:43:26.995Z","2020-02-16 17:43:26.995","2020-02-16 10:43:26.995","1581875006.995"
1,"38.74309702607796","-109.56518641454095","1447.4395751953125","2020-02-16T17:43:27.995Z","2020-02-16 17:43:27.995","2020-02-16 10:43:27.995","1581875007.995"
1,"38.74309742207504","-109.56516934384884","1447.3084716796875","2020-02-16T17:43:28.995Z","2020-02-16 17:43:28.995","2020-02-16 10:43:28.995","1581875008.995"
1,"38.743097906681584","-109.56515213746673","1447.1773681640625","2020-02-16T17:43:29.995Z","2020-02-16 17:43:29.995","2020-02-16 10:43:29.995","1581875009.995"
1,"38.74309843562807","-109.56513481671243","1447.046142578125","2020-02-16T17:43:30.995Z","2020-02-16 17:43:30.995","2020-02-16 10:43:30.995","1581875010.995"
1,"38.7430989607577","-109.5651174017998","1446.9150390625","2020-02-16T17:43:31.995Z","2020-02-16 17:43:31.995","2020-02-16 10:43:31.995","1581875011.995"
1,"38.74309943254118","-109.56509991495088","1446.7840576171875","2020-02-16T17:43:32.995Z","2020-02-16 17:43:32.995","2020-02-16 10:43:32.995","1581875012.995"
1,"38.74309980294231","-109.56508238222312","1446.6533203125","2020-02-16T17:43:33.995Z","2020-02-16 17:43:33.995","2020-02-16 10:43:33.995","1581875013.995"
1,"38.743100027592085","-109.56506483341717","1446.52294921875","2020-02-16T17:43:34.995Z","2020-02-16 17:43:34.995","2020-02-16 10:43:34.995","1581875014.995"
1,"38.74310006622401","-109.56504730127322","1446.3929443359375","2020-02-16T17:43:35.995Z","2020-02-16 17:43:35.995","2020-02-16 10:43:35.995","1581875015.995"
1,"38.74309988148613","-109.56502982120035","1446.263427734375","2020-02-16T17:43:36.995Z","2020-02-16 17:43:36.995","2020-02-16 10:43:36.995","1581875016.995"
1,"38.74309943831052","-109.56501243225941","1446.134033203125","2020-02-16T17:43:37.995Z","2020-02-16 17:43:37.995","2020-02-16 10:43:37.995","1581875017.995"
1,"38.74309870434575","-109.5649951785966","1446.0047607421875","2020-02-16T17:43:38.995Z","2020-02-16 17:43:38.995","2020-02-16 10:43:38.995","1581875018.995"
1,"38.74309765076435","-109.56497810908047","1445.875244140625","2020-02-16T17:43:39.995Z","2020-02-16 17:43:39.995","2020-02-16 10:43:39.995","1581875019.995"
1,"38.74309625368072","-109.56496127448085","1445.7451171875","2020-02-16T17:43:40.995Z","2020-02-16 17:43:40.995","2020-02-16 10:43:40.995","1581875020.995"
1,"38.743094496042005","-109.56494472409199","1445.6138916015625","2020-02-16T17:43:41.995Z","2020-02-16 17:43:41.995","2020-02-16 10:43:41.995","1581875021.995"
1,"38.74309236982521","-109.56492850338981","1445.481201171875","2020-02-16T17:43:42.995Z","2020-02-16 17:43:42.995","2020-02-16 10:43:42.995","1581875022.995"
1,"38.74308987828405","-109.56491265162458","1445.3465576171875","2020-02-16T17:43:43.995Z","2020-02-16 17:43:43.995","2020-02-16 10:43:43.995","1581875023.995"
1,"38.74308703730633","-109.56489719763721","1445.2093505859375","2020-02-16T17:43:44.995Z","2020-02-16 17:43:44.995","2020-02-16 10:43:44.995","1581875024.995"
1,"38.743083875325155","-109.56488215370025","1445.0694580078125","2020-02-16T17:43:45.995Z","2020-02-16 17:43:45.995","2020-02-16 10:43:45.995","1581875025.995"
1,"38.74308043267827","-109.5648675107992","1444.9267578125","2020-02-16T17:43:46.995Z","2020-02-16 17:43:46.995","2020-02-16 10:43:46.995","1581875026.995"
1,"38.74307676136571","-109.56485323929631","1444.78173828125","2020-02-16T17:43:47.995Z","2020-02-16 17:43:47.995","2020-02-16 10:43:47.995","1581875027.995"
1,"38.74307292443694","-109.5648392932865","1444.6346435546875","2020-02-16T17:43:48.995Z","2020-02-16 17:43:48.995","2020-02-16 10:43:48.995","1581875028.995"
1,"38.7430689944454","-109.5648256159888","1444.486328125","2020-02-16T17:43:49.995Z","2020-02-16 17:43:49.995","2020-02-16 10:43:49.995","1581875029.995"
1,"38.743065050903525","-109.56481214523902","1444.337158203125","2020-02-16T17:43:50.995Z","2020-02-16 17:43:50.995","2020-02-16 10:43:50.995","1581875030.995"
1,"38.743061176355766","-109.56479881770933","1444.188232421875","2020-02-16T17:43:51.995Z","2020-02-16 17:43:51.995","2020-02-16 10:43:51.995","1581875031.995"
1,"38.74305745168763","-109.5647855724654","1444.0406494140625","2020-02-16T17:43:52.995Z","2020-02-16 17:43:52.995","2020-02-16 10:43:52.995","1581875032.995"
1,"38.74305395118573","-109.56477235520609","1443.895263671875","2020-02-16T17:43:53.995Z","2020-02-16 17:43:53.995","2020-02-16 10:43:53.995","1581875033.995"
1,"38.74305073749831","-109.56475912326624","1443.753173828125","2020-02-16T17:43:54.995Z","2020-02-16 17:43:54.995","2020-02-16 10:43:54.995","1581875034.995"
1,"38.74304785687323","-109.56474585039597","1443.6151123046875","2020-02-16T17:43:55.995Z","2020-02-16 17:43:55.995","2020-02-16 10:43:55.995","1581875035.995"
1,"38.74304533456936","-109.56473252922342","1443.4818115234375","2020-02-16T17:43:56.995Z","2020-02-16 17:43:56.995","2020-02-16 10:43:56.995","1581875036.995"
1,"38.7430431715563","-109.56471917078764","1443.353759765625","2020-02-16T17:43:57.995Z","2020-02-16 17:43:57.995","2020-02-16 10:43:57.995","1581875037.995"
1,"38.74304134419722","-109.56470580261906","1443.2313232421875","2020-02-16T17:43:58.995Z","2020-02-16 17:43:58.995","2020-02-16 10:43:58.995","1581875038.995"
1,"38.74303980654803","-109.56469246654419","1443.1148681640625","2020-02-16T17:43:59.995Z","2020-02-16 17:43:59.995","2020-02-16 10:43:59.995","1581875039.995"
1,"38.74303849418288","-109.56467921618311","1443.004638671875","2020-02-16T17:44:00.995Z","2020-02-16 17:44:00.995","2020-02-16 10:44:00.995","1581875040.995"
1,"38.743037329403194","-109.56466611392415","1442.9010009765625","2020-02-16T17:44:01.995Z","2020-02-16 17:44:01.995","2020-02-16 10:44:01.995","1581875041.995"
1,"38.74303622780246","-109.56465322786622","1442.8037109375","2020-02-16T17:44:02.995Z","2020-02-16 17:44:02.995","2020-02-16 10:44:02.995","1581875042.995"
1,"38.743035105227506","-109.5646406296181","1442.712890625","2020-02-16T17:44:03.995Z","2020-02-16 17:44:03.995","2020-02-16 10:44:03.995","1581875043.995"
1,"38.74303388344415","-109.56462839283883","1442.6278076171875","2020-02-16T17:44:04.995Z","2020-02-16 17:44:04.995","2020-02-16 10:44:04.995","1581875044.995"
1,"38.743032493131054","-109.56461659146431","1442.547607421875","2020-02-16T17:44:05.995Z","2020-02-16 17:44:05.995","2020-02-16 10:44:05.995","1581875045.995"
1,"38.7430308739256","-109.56460529774087","1442.47119140625","2020-02-16T17:44:06.995Z","2020-02-16 17:44:06.995","2020-02-16 10:44:06.995","1581875046.995"
1,"38.74302897219127","-109.56459458107052","1442.397705078125","2020-02-16T17:44:07.995Z","2020-02-16 17:44:07.995","2020-02-16 10:44:07.995","1581875047.995"
1,"38.743026737896756","-109.56458450817914","1442.3258056640625","2020-02-16T17:44:08.995Z","2020-02-16 17:44:08.995","2020-02-16 10:44:08.995","1581875048.995"
1,"38.74302412248239","-109.56457514379652","1442.2542724609375","2020-02-16T17:44:09.995Z","2020-02-16 17:44:09.995","2020-02-16 10:44:09.995","1581875049.995"
1,"38.74302107854533","-109.56456654942797","1442.181884765625","2020-02-16T17:44:10.995Z","2020-02-16 17:44:10.995","2020-02-16 10:44:10.995","1581875050.995"
1,"38.74301756095585","-109.56455877888614","1442.1075439453125","2020-02-16T17:44:11.995Z","2020-02-16 17:44:11.995","2020-02-16 10:44:11.995","1581875051.995"
1,"38.743013529165985","-109.5645518719638","1442.0301513671875","2020-02-16T17:44:12.995Z","2020-02-16 17:44:12.995","2020-02-16 10:44:12.995","1581875052.995"
1,"38.74300895023467","-109.5645458471171","1441.94873046875","2020-02-16T17:44:13.995Z","2020-02-16 17:44:13.995","2020-02-16 10:44:13.995","1581875053.995"
1,"38.74300380127854","-109.56454069285535","1441.862548828125","2020-02-16T17:44:14.995Z","2020-02-16 17:44:14.995","2020-02-16 10:44:14.995","1581875054.995"
1,"38.74299807082616","-109.56453636083022","1441.7711181640625","2020-02-16T17:44:15.995Z","2020-02-16 17:44:15.995","2020-02-16 10:44:15.995","1581875055.995"
1,"38.74299176003764","-109.56453276450392","1441.6741943359375","2020-02-16T17:44:16.995Z","2020-02-16 17:44:16.995","2020-02-16 10:44:16.995","1581875056.995"
